name,value,year,lastValue,rank
CANADA,96497,2018.11,927987,1
FRANCE,13756,2018.11,-28341,1
AUSTRALIA,423,2018.11,18729,1
BRITAIN,-21061,2018.11,62440,1
CHINA,23518,2018.11,388147,1
ITALY,19817,2018.11,-17236,1
NETHERLANDS,-28256,2018.11,27808,1
JAPAN,28887,2018.11,42375,1
CHINA,33262,2018.11,548964,1
NETHERLANDS,-39962,2018.11,39330,1
JAPAN,40856,2018.11,59932,1
CANADA,136478,2018.11,1312470,1
FRANCE,19455,2018.11,-40083,1
AUSTRALIA,598,2018.11,26488,1
ISRAEL,28912,2018.11,252929,1
GERMANY,-2366,2018.11,-423,1
ITALY,28028,2018.11,-24378,1
SWITZERLAND,-33328,2018.11,57691,1
BRITAIN,-29787,2018.11,88310,1
BRAZIL,-134208,2018.11,149047,1
UNITED STATES,4339052,2018.11,1683068,1
BELGIUM,20853,2018.11,22277,1
ISRAEL,26830,2018.11,20442,1
SWITZERLAND,-6926,2018.11,-23565,1
NETHERLANDS,-16587,2018.11,-28256,1
CANADA,266993,2018.11,96497,1
FRANCE,4964,2018.11,13756,1
AUSTRALIA,18955,2018.11,423,1
JAPAN,104373,2018.11,28887,1
BRITISH VIRGIN,-6268,2018.11,,1
GERMANY,-4623,2018.11,-1673,1
ITALY,1912,2018.11,19817,1
BRAZIL,-45003,2018.11,-94892,1
BELGIUM,14428,2018.11,14744,1
UNITED STATES,2680022,2018.11,3067945,1
CHINA,316310,2018.11,23518,1
BRITAIN,32716,2018.11,-21061,1
BRAZIL,-63648,2018.11,-134208,1
NETHERLANDS,-23459,2018.11,-39962,1
ISRAEL,37946,2018.11,28912,1
FRANCE,7021,2018.11,19455,1
BRITAIN,46271,2018.11,-29787,1
CHINA,447363,2018.11,33262,1
BELGIUM,20406,2018.11,20853,1
SWITZERLAND,-9795,2018.11,-33328,1
CANADA,377613,2018.11,136478,1
ITALY,2704,2018.11,28028,1
GERMANY,-6538,2018.11,-2366,1
UNITED STATES,3790405,2018.11,4339052,1
JAPAN,147616,2018.11,40856,1
BRITISH VIRGIN,-8865,2018.11,,1
AUSTRALIA,26808,2018.11,598,1
BELGIUM,-19743,2018.11,14428,1
CANADA,386834,2018.11,266993,1
NETHERLANDS,-1696,2018.11,-16587,1
AUSTRALIA,37392,2018.11,18955,1
BRAZIL,27950,2018.11,-45003,1
SWITZERLAND,8221,2018.11,-6926,1
ITALY,-6653,2018.11,1912,1
BRITAIN,111066,2018.11,32716,1
ISRAEL,85883,2018.11,26830,1
JAPAN,139926,2018.11,104373,1
CHINA,917241,2018.11,316310,1
UNITED STATES,1751743,2018.11,2680022,1
BRITISH VIRGIN,-7940,2018.11,-6268,1
GERMANY,-1373,2018.11,-4623,1
FRANCE,1633,2018.11,4964,1
FRANCE,2310,2018.11,7021,1
CANADA,547106,2018.11,377613,1
ISRAEL,121466,2018.11,37946,1
AUSTRALIA,52884,2018.11,26808,1
BELGIUM,-27923,2018.11,20406,1
CHINA,1297272,2018.11,447363,1
ITALY,-9410,2018.11,2704,1
BRITISH VIRGIN,-11229,2018.11,-8865,1
UNITED STATES,2477523,2018.11,3790405,1
NETHERLANDS,-2399,2018.11,-23459,1
BRITAIN,157083,2018.11,46271,1
BRAZIL,39530,2018.11,-63648,1
GERMANY,-1942,2018.11,-6538,1
JAPAN,197901,2018.11,147616,1
SWITZERLAND,11627,2018.11,-9795,1
GERMANY,254,2018.11,-1373,1
ISRAEL,133533,2018.11,85883,1
ITALY,-27690,2018.11,-6653,1
FRANCE,-20883,2018.11,1633,1
SWITZERLAND,39451,2018.11,8221,1
NETHERLANDS,101916,2018.11,-1696,1
BELGIUM,-34149,2018.11,-19743,1
BRAZIL,305023,2018.11,27950,1
CANADA,720424,2018.11,386834,1
BRITAIN,143679,2018.11,111066,1
CHINA,1854627,2018.11,917241,1
AUSTRALIA,37227,2018.11,37392,1
JAPAN,202379,2018.11,139926,1
BRITISH VIRGIN,-508,2018.11,-7940,1
UNITED STATES,1157927,2018.11,1751743,1
CHINA,2623033,2018.11,1297272,1
BRAZIL,431400,2018.11,39530,1
BRITISH VIRGIN,-719,2018.11,-11229,1
AUSTRALIA,52651,2018.11,52884,1
ITALY,-39162,2018.11,-9410,1
NETHERLANDS,144142,2018.11,-2399,1
FRANCE,-29535,2018.11,2310,1
BELGIUM,-48298,2018.11,-27923,1
CANADA,1018909,2018.11,547106,1
UNITED STATES,1637678,2018.11,2477523,1
JAPAN,286229,2018.11,197901,1
BRITAIN,203208,2018.11,157083,1
SWITZERLAND,55796,2018.11,11627,1
GERMANY,359,2018.11,-1942,1
ISRAEL,188858,2018.11,121466,1
GERMANY,285,2018.11,254,1
UNITED STATES,977437,2018.11,1157927,1
BELGIUM,-32381,2018.11,-34149,1
ITALY,-33720,2018.11,-27690,1
BRAZIL,297056,2018.11,305023,1
NETHERLANDS,134370,2018.11,101916,1
JAPAN,173023,2018.11,202379,1
CHINA,1787892,2018.11,1854627,1
FRANCE,-20768,2018.11,-20883,1
BRITISH VIRGIN,-2316,2018.11,-508,1
AUSTRALIA,31809,2018.11,37227,1
SWITZERLAND,43342,2018.11,39451,1
ISRAEL,86144,2018.11,133533,1
CANADA,673350,2018.11,720424,1
BRITAIN,161601,2018.11,143679,1
BRITISH VIRGIN,-3275,2018.11,-719,1
FRANCE,-29372,2018.11,-29535,1
AUSTRALIA,44987,2018.11,52651,1
ITALY,-47691,2018.11,-39162,1
BELGIUM,-45798,2018.11,-48298,1
CANADA,952332,2018.11,1018909,1
SWITZERLAND,61300,2018.11,55796,1
BRAZIL,420133,2018.11,431400,1
CHINA,2528650,2018.11,2623033,1
UNITED STATES,1382407,2018.11,1637678,1
JAPAN,244710,2018.11,286229,1
NETHERLANDS,190042,2018.11,144142,1
BRITAIN,228556,2018.11,203208,1
GERMANY,403,2018.11,359,1
ISRAEL,121836,2018.11,188858,1
CANADA,250117,2018.11,673350,1
NETHERLANDS,4685,2018.11,134370,1
JAPAN,93644,2018.11,173023,1
AUSTRALIA,23062,2018.11,31809,1
ISRAEL,18091,2018.11,86144,1
UNITED STATES,1756662,2018.11,977437,1
BERMUDA,5046,2018.11,-8918,1
GERMANY,-835,2018.11,285,1
SWITZERLAND,31227,2018.11,43342,1
BRAZIL,-46723,2018.11,297056,1
FRANCE,5386,2018.11,-20768,1
CHINA,1557424,2018.11,1787892,1
BRITAIN,112744,2018.11,161601,1
BRITISH VIRGIN,-6353,2018.11,-2316,1
ITALY,1414,2018.11,-33720,1
BERMUDA,7136,2018.11,-12612,1
GERMANY,-1180,2018.11,403,1
ISRAEL,25587,2018.11,121836,1
UNITED STATES,2484480,2018.11,1382407,1
CHINA,2202694,2018.11,2528650,1
BRAZIL,-66081,2018.11,420133,1
BRITAIN,159455,2018.11,228556,1
ITALY,1999,2018.11,-47691,1
AUSTRALIA,32618,2018.11,44987,1
FRANCE,7618,2018.11,-29372,1
CANADA,353745,2018.11,952332,1
JAPAN,132442,2018.11,244710,1
SWITZERLAND,44165,2018.11,61300,1
BRITISH VIRGIN,-8985,2018.11,-3275,1
NETHERLANDS,6626,2018.11,190042,1
BRITAIN,154464,2018.11,112744,1
CHINA,1597539,2018.11,1557424,1
FRANCE,-1115,2018.11,5386,1
ITALY,-10172,2018.11,1414,1
CANADA,336539,2018.11,250117,1
NETHERLANDS,11800,2018.11,4685,1
JAPAN,79659,2018.11,93644,1
SWITZERLAND,25131,2018.11,31227,1
AUSTRALIA,27091,2018.11,23062,1
GERMANY,-361,2018.11,-835,1
BRAZIL,18430,2018.11,-46723,1
ISRAEL,21869,2018.11,18091,1
UNITED STATES,1294348,2018.11,1756662,1
BERMUDA,-8114,2018.11,5046,1
BRITISH VIRGIN,-6676,2018.11,-6353,1
SWITZERLAND,35543,2018.11,44165,1
NETHERLANDS,16688,2018.11,6626,1
BRITAIN,218461,2018.11,159455,1
ITALY,-14386,2018.11,1999,1
BRITISH VIRGIN,-9442,2018.11,-8985,1
ISRAEL,30930,2018.11,25587,1
GERMANY,-511,2018.11,-1180,1
BERMUDA,-11475,2018.11,7136,1
JAPAN,112663,2018.11,132442,1
CANADA,475974,2018.11,353745,1
FRANCE,-1577,2018.11,7618,1
AUSTRALIA,38315,2018.11,32618,1
BRAZIL,26066,2018.11,-66081,1
CHINA,2259429,2018.11,2202694,1
UNITED STATES,1830620,2018.11,2484480,1
NETHERLANDS,16849,2018.11,11800,1
BRITAIN,133013,2018.11,154464,1
ITALY,-18154,2018.11,-10172,1
ISRAEL,22070,2018.11,21869,1
BRAZIL,22041,2018.11,18430,1
CANADA,486637,2018.11,336539,1
UNITED STATES,1326855,2018.11,1294348,1
BRITISH VIRGIN,-5586,2018.11,-6676,1
AUSTRALIA,15448,2018.11,27091,1
GERMANY,-16,2018.11,-361,1
CHINA,1534749,2018.11,1597539,1
BERMUDA,-24816,2018.11,-8114,1
SWITZERLAND,46557,2018.11,25131,1
JAPAN,44996,2018.11,79659,1
FRANCE,-8984,2018.11,-1115,1
AUSTRALIA,21848,2018.11,38315,1
FRANCE,-12707,2018.11,-1577,1
CANADA,688260,2018.11,475974,1
BRITAIN,188123,2018.11,218461,1
ISRAEL,31215,2018.11,30930,1
BERMUDA,-35098,2018.11,-11475,1
CHINA,2170624,2018.11,2259429,1
BRAZIL,31173,2018.11,26066,1
BRITISH VIRGIN,-7900,2018.11,-9442,1
GERMANY,-23,2018.11,-511,1
ITALY,-25676,2018.11,-14386,1
NETHERLANDS,23830,2018.11,16688,1
SWITZERLAND,65847,2018.11,35543,1
UNITED STATES,1876595,2018.11,1830620,1
JAPAN,63639,2018.11,112663,1
BRAZIL,8965,2018.11,22041,1
SWITZERLAND,47316,2018.11,46557,1
CHINA,1349046,2018.11,1534749,1
GERMANY,-126,2018.11,-16,1
JAPAN,38730,2018.11,44996,1
BRITAIN,126575,2018.11,133013,1
ITALY,-14259,2018.11,-18154,1
BERMUDA,-18133,2018.11,-24816,1
BRITISH VIRGIN,-6449,2018.11,-5586,1
UNITED STATES,1288097,2018.11,1326855,1
ISRAEL,21560,2018.11,22070,1
AUSTRALIA,15206,2018.11,15448,1
CANADA,437557,2018.11,486637,1
FRANCE,-7060,2018.11,-8984,1
JAPAN,54776,2018.11,63639,1
BERMUDA,-25646,2018.11,-35098,1
SWITZERLAND,66920,2018.11,65847,1
ISRAEL,30493,2018.11,31215,1
BRITAIN,179018,2018.11,188123,1
BRITISH VIRGIN,-9121,2018.11,-7900,1
BRAZIL,12679,2018.11,31173,1
CHINA,1907982,2018.11,2170624,1
GERMANY,-179,2018.11,-23,1
ITALY,-20166,2018.11,-25676,1
CANADA,618845,2018.11,688260,1
FRANCE,-9985,2018.11,-12707,1
UNITED STATES,1821780,2018.11,1876595,1
AUSTRALIA,21507,2018.11,21848,1
CHINA,1381853,2018.11,1349046,1
ISRAEL,26488,2018.11,21560,1
SWITZERLAND,57483,2018.11,47316,1
JAPAN,61087,2018.11,38730,1
FRANCE,-27099,2018.11,-7060,1
BRAZIL,81387,2018.11,8965,1
GERMANY,879,2018.11,-126,1
BRITAIN,164554,2018.11,126575,1
BERMUDA,-51594,2018.11,-18133,1
CANADA,583482,2018.11,437557,1
UNITED STATES,1136798,2018.11,1288097,1
ITALY,-27593,2018.11,-14259,1
BRITISH VIRGIN,-4565,2018.11,-6449,1
ITALY,-39025,2018.11,-20166,1
BRITISH VIRGIN,-6456,2018.11,-9121,1
CHINA,1954380,2018.11,1907982,1
BRITAIN,232731,2018.11,179018,1
BERMUDA,-72970,2018.11,-25646,1
JAPAN,86397,2018.11,54776,1
CANADA,825230,2018.11,618845,1
BRAZIL,115108,2018.11,12679,1
FRANCE,-38327,2018.11,-9985,1
UNITED STATES,1607795,2018.11,1821780,1
SWITZERLAND,81300,2018.11,66920,1
ISRAEL,37463,2018.11,30493,1
GERMANY,1243,2018.11,-179,1
BRAZIL,353668,2018.11,81387,1
UNITED STATES,1205544,2018.11,1136798,1
BERMUDA,-72373,2018.11,-51594,1
SWITZERLAND,66886,2018.11,57483,1
BRITAIN,192628,2018.11,164554,1
BRITISH VIRGIN,-3405,2018.11,-4565,1
CANADA,748065,2018.11,583482,1
CHINA,1237760,2018.11,1381853,1
FRANCE,-41197,2018.11,-27099,1
GERMANY,751,2018.11,879,1
ISRAEL,28039,2018.11,26488,1
JAPAN,91255,2018.11,61087,1
ITALY,-29225,2018.11,-27593,1
ITALY,-41333,2018.11,-39025,1
BRITAIN,272437,2018.11,232731,1
BRITISH VIRGIN,-4816,2018.11,-6456,1
FRANCE,-58266,2018.11,-38327,1
GERMANY,1062,2018.11,1243,1
SWITZERLAND,94598,2018.11,81300,1
CANADA,1058002,2018.11,825230,1
BERMUDA,-102359,2018.11,-72970,1
ISRAEL,39657,2018.11,37463,1
CHINA,1750587,2018.11,1954380,1
UNITED STATES,1705024,2018.11,1607795,1
BRAZIL,500199,2018.11,115108,1
JAPAN,129063,2018.11,86397,1
BRITAIN,147584,2018.11,192628,1
CHINA,1518911,2018.11,1237760,1
BRITISH VIRGIN,-2139,2018.11,-3405,1
CANADA,903379,2018.11,748065,1
BERMUDA,-87497,2018.11,-72373,1
SWITZERLAND,77368,2018.11,66886,1
FRANCE,-44613,2018.11,-41197,1
ISRAEL,41852,2018.11,28039,1
JAPAN,102144,2018.11,91255,1
GERMANY,1368,2018.11,751,1
ITALY,-16356,2018.11,-29225,1
BRAZIL,705058,2018.11,353668,1
UNITED STATES,1414272,2018.11,1205544,1
BRITISH VIRGIN,-3025,2018.11,-4816,1
ISRAEL,59192,2018.11,39657,1
ITALY,-23133,2018.11,-41333,1
JAPAN,144464,2018.11,129063,1
GERMANY,1935,2018.11,1062,1
FRANCE,-63097,2018.11,-58266,1
BRAZIL,997176,2018.11,500199,1
SWITZERLAND,109423,2018.11,94598,1
CHINA,2148224,2018.11,1750587,1
CANADA,1277666,2018.11,1058002,1
BERMUDA,-123748,2018.11,-102359,1
UNITED STATES,2000231,2018.11,1705024,1
BRITAIN,208731,2018.11,272437,1
BERMUDA,-114807,2018.11,-87497,1
JAPAN,90193,2018.11,102144,1
BRITISH VIRGIN,-1898,2018.11,-2139,1
FRANCE,-43703,2018.11,-44613,1
GERMANY,2967,2018.11,1368,1
ISRAEL,40036,2018.11,41852,1
ITALY,-21115,2018.11,-16356,1
BRITAIN,143033,2018.11,147584,1
LUXEMBOURG,-134139,2018.11,40413,1
CHINA,1398976,2018.11,1518911,1
CANADA,1116504,2018.11,903379,1
BRAZIL,684860,2018.11,705058,1
UNITED STATES,1453297,2018.11,1414272,1
SWITZERLAND,78662,2018.11,77368,1
JAPAN,127562,2018.11,144464,1
GERMANY,4196,2018.11,1935,1
BERMUDA,-162374,2018.11,-123748,1
CANADA,1579092,2018.11,1277666,1
BRITAIN,202294,2018.11,208731,1
ISRAEL,56624,2018.11,59192,1
UNITED STATES,2055426,2018.11,2000231,1
FRANCE,-61810,2018.11,-63097,1
BRITISH VIRGIN,-2685,2018.11,-3025,1
LUXEMBOURG,-189716,2018.11,57157,1
ITALY,-29864,2018.11,-23133,1
CHINA,1978598,2018.11,2148224,1
BRAZIL,968610,2018.11,997176,1
SWITZERLAND,111253,2018.11,109423,1
FRANCE,-47377,2018.11,-43703,1
CANADA,1102640,2018.11,1116504,1
BRITISH VIRGIN,-1831,2018.11,-1898,1
GERMANY,1369,2018.11,2967,1
ITALY,-15382,2018.11,-21115,1
BRITAIN,128571,2018.11,143033,1
CHINA,1479949,2018.11,1398976,1
BERMUDA,-95802,2018.11,-114807,1
UNITED STATES,1270165,2018.11,1453297,1
JAPAN,53125,2018.11,90193,1
SWITZERLAND,73030,2018.11,78662,1
BRAZIL,459568,2018.11,684860,1
CANADA,1559484,2018.11,1579092,1
JAPAN,75135,2018.11,127562,1
BRAZIL,649976,2018.11,968610,1
BRITISH VIRGIN,-2590,2018.11,-2685,1
ITALY,-21755,2018.11,-29864,1
SWITZERLAND,103288,2018.11,111253,1
BERMUDA,-135495,2018.11,-162374,1
BRITAIN,181840,2018.11,202294,1
UNITED STATES,1796418,2018.11,2055426,1
FRANCE,-67006,2018.11,-61810,1
GERMANY,1936,2018.11,4196,1
CHINA,2093119,2018.11,1978598,1
CHINA,1274211,2018.12,1479949,1
NETHERLANDS,122237,2018.12,16849,1
CANADA,1075491,2018.12,1102640,1
ITALY,-45691,2018.12,-15382,1
BRITAIN,97883,2018.12,128571,1
SWITZERLAND,85528,2018.12,73030,1
ISRAEL,52320,2018.12,40036,1
JAPAN,45185,2018.12,53125,1
BRITISH VIRGIN,178,2018.12,-1831,1
GERMANY,1905,2018.12,1369,1
SWEDEN,71209,2018.12,95518,1
UNITED STATES,2845823,2018.12,1270165,1
BERMUDA,-153222,2018.12,-95802,1
FRANCE,-90357,2018.12,-47377,1
BRAZIL,247930,2018.12,459568,1
NETHERLANDS,172883,2018.12,23830,1
ITALY,-64622,2018.12,-21755,1
FRANCE,-127794,2018.12,-67006,1
SWITZERLAND,120963,2018.12,103288,1
BRAZIL,350652,2018.12,649976,1
JAPAN,63906,2018.12,75135,1
BERMUDA,-216705,2018.12,-135495,1
GERMANY,2694,2018.12,1936,1
CHINA,1802141,2018.12,2093119,1
BRITISH VIRGIN,252,2018.12,-2590,1
ISRAEL,73997,2018.12,56624,1
SWEDEN,100713,2018.12,135093,1
BRITAIN,138438,2018.12,181840,1
CANADA,1521087,2018.12,1559484,1
UNITED STATES,4024902,2018.12,1796418,1
JAPAN,50264,2018.12,45185,1
FRANCE,-28469,2018.12,-90357,1
BRITAIN,137493,2018.12,97883,1
CANADA,822668,2018.12,1075491,1
GERMANY,681,2018.12,1905,1
BRAZIL,63391,2018.12,247930,1
BRITISH VIRGIN,-3758,2018.12,178,1
NETHERLANDS,61413,2018.12,122237,1
BERMUDA,-84292,2018.12,-153222,1
CHINA,1368285,2018.12,1274211,1
SWITZERLAND,51915,2018.12,85528,1
ITALY,-12631,2018.12,-45691,1
UNITED STATES,623332,2018.12,2845823,1
ISRAEL,20390,2018.12,52320,1
ISRAEL,28837,2018.12,73997,1
FRANCE,-40264,2018.12,-127794,1
BRITISH VIRGIN,-5315,2018.12,252,1
CANADA,1163515,2018.12,1521087,1
UNITED STATES,881590,2018.12,4024902,1
GERMANY,963,2018.12,2694,1
ITALY,-17864,2018.12,-64622,1
BERMUDA,-119216,2018.12,-216705,1
CHINA,1935191,2018.12,1802141,1
BRITAIN,194459,2018.12,138438,1
BRAZIL,89655,2018.12,350652,1
JAPAN,71089,2018.12,63906,1
SWITZERLAND,73424,2018.12,120963,1
NETHERLANDS,86857,2018.12,172883,1
CANADA,902241,2018.12,822668,1
BRAZIL,85706,2018.12,63391,1
JAPAN,40899,2018.12,50264,1
UNITED STATES,1070103,2018.12,623332,1
SWITZERLAND,70345,2018.12,51915,1
CHINA,1136631,2018.12,1368285,1
NETHERLANDS,46281,2018.12,61413,1
BERMUDA,-134855,2018.12,-84292,1
ITALY,-35027,2018.12,-12631,1
BRITISH VIRGIN,-1864,2018.12,-3758,1
GERMANY,2860,2018.12,681,1
BRITAIN,82879,2018.12,137493,1
FRANCE,-49898,2018.12,-28469,1
GERMANY,4045,2018.12,963,1
CANADA,1276056,2018.12,1163515,1
BRITAIN,117218,2018.12,194459,1
FRANCE,-70571,2018.12,-40264,1
SWITZERLAND,99491,2018.12,73424,1
BRAZIL,121215,2018.12,89655,1
BERMUDA,-190728,2018.12,-119216,1
BRITISH VIRGIN,-2637,2018.12,-5315,1
NETHERLANDS,65456,2018.12,86857,1
UNITED STATES,1513467,2018.12,881590,1
JAPAN,57844,2018.12,71089,1
ITALY,-49540,2018.12,-17864,1
CHINA,1607558,2018.12,1935191,1
UNITED STATES,1105865,2018.12,1070103,1
CHINA,758109,2018.12,1136631,1
FRANCE,9490,2018.12,-49898,1
NETHERLANDS,-12452,2018.12,46281,1
CANADA,341779,2018.12,902241,1
BERMUDA,20489,2018.12,-134855,1
BRITISH VIRGIN,-896,2018.12,-1864,1
ITALY,17858,2018.12,-35027,1
BRAZIL,51388,2018.12,85706,1
BRITAIN,72403,2018.12,82879,1
GERMANY,-91,2018.12,2860,1
JAPAN,45898,2018.12,40899,1
SWITZERLAND,15149,2018.12,70345,1
CANADA,483385,2018.12,1276056,1
FRANCE,13422,2018.12,-70571,1
ITALY,25258,2018.12,-49540,1
BRITISH VIRGIN,-1267,2018.12,-2637,1
CHINA,1072207,2018.12,1607558,1
SWITZERLAND,21426,2018.12,99491,1
BRITAIN,102400,2018.12,117218,1
UNITED STATES,1564046,2018.12,1513467,1
BERMUDA,28978,2018.12,-190728,1
GERMANY,-129,2018.12,4045,1
NETHERLANDS,-17612,2018.12,65456,1
JAPAN,64914,2018.12,57844,1
BRAZIL,72679,2018.12,121215,1
BRITAIN,45500,2018.12,72403,1
UNITED STATES,621001,2018.12,1105865,1
NETHERLANDS,41048,2018.12,-12452,1
BRAZIL,93314,2018.12,51388,1
SWITZERLAND,79524,2018.12,15149,1
GERMANY,2371,2018.12,-91,1
CHINA,992589,2018.12,758109,1
JAPAN,44682,2018.12,45898,1
BERMUDA,-90460,2018.12,20489,1
FRANCE,-37441,2018.12,9490,1
ITALY,-14720,2018.12,17858,1
BRITISH VIRGIN,-3853,2018.12,-896,1
CANADA,918130,2018.12,341779,1
CANADA,1298528,2018.12,483385,1
BRAZIL,131975,2018.12,72679,1
JAPAN,63195,2018.12,64914,1
NETHERLANDS,58054,2018.12,-17612,1
BRITAIN,64351,2018.12,102400,1
ITALY,-20818,2018.12,25258,1
UNITED STATES,878294,2018.12,1564046,1
BRITISH VIRGIN,-5449,2018.12,-1267,1
CHINA,1403837,2018.12,1072207,1
BERMUDA,-127939,2018.12,28978,1
GERMANY,3354,2018.12,-129,1
SWITZERLAND,112473,2018.12,21426,1
FRANCE,-52954,2018.12,13422,1
BRITISH VIRGIN,-4568,2018.12,-3853,1
BRITAIN,48958,2018.12,45500,1
GERMANY,1854,2018.12,2371,1
UNITED STATES,575337,2018.12,621001,1
CHINA,947169,2018.12,992589,1
JAPAN,45899,2018.12,44682,1
SWITZERLAND,64108,2018.12,79524,1
ITALY,-3278,2018.12,-14720,1
FRANCE,-32725,2018.12,-37441,1
CANADA,737022,2018.12,918130,1
BERMUDA,-65637,2018.12,-90460,1
NETHERLANDS,55399,2018.12,41048,1
BRAZIL,89527,2018.12,93314,1
CHINA,1339599,2018.12,1403837,1
GERMANY,2622,2018.12,3354,1
BRITAIN,69243,2018.12,64351,1
UNITED STATES,813710,2018.12,878294,1
SWITZERLAND,90669,2018.12,112473,1
JAPAN,64916,2018.12,63195,1
FRANCE,-46283,2018.12,-52954,1
CANADA,1042384,2018.12,1298528,1
ITALY,-4636,2018.12,-20818,1
BRAZIL,126620,2018.12,131975,1
NETHERLANDS,78351,2018.12,58054,1
BERMUDA,-92832,2018.12,-127939,1
BRITISH VIRGIN,-6461,2018.12,-5449,1
SWEDEN,43038,2018.12,71209,1
ITALY,-36383,2018.12,-3278,1
GERMANY,2931,2018.12,1854,1
BERMUDA,-82556,2018.12,-65637,1
BRAZIL,108006,2018.12,89527,1
SWITZERLAND,112354,2018.12,64108,1
JAPAN,31174,2018.12,45899,1
FRANCE,-74180,2018.12,-32725,1
BRITISH VIRGIN,-4963,2018.12,-4568,1
BRITAIN,80082,2018.12,48958,1
CANADA,817244,2018.12,737022,1
NETHERLANDS,99114,2018.12,55399,1
CHINA,1018848,2018.12,947169,1
UNITED STATES,1071944,2018.12,575337,1
BERMUDA,-116761,2018.12,-92832,1
ITALY,-51457,2018.12,-4636,1
UNITED STATES,1516071,2018.12,813710,1
BRAZIL,152755,2018.12,126620,1
FRANCE,-104914,2018.12,-46283,1
CHINA,1440976,2018.12,1339599,1
BRITAIN,113262,2018.12,69243,1
SWEDEN,60869,2018.12,100713,1
JAPAN,44090,2018.12,64916,1
BRITISH VIRGIN,-7019,2018.12,-6461,1
NETHERLANDS,140179,2018.12,78351,1
GERMANY,4145,2018.12,2622,1
CANADA,1155843,2018.12,1042384,1
SWITZERLAND,158904,2018.12,90669,1
BERMUDA,-36143,2018.12,-82556,1
MACAU,30781,2018.12,,1
CANADA,332002,2018.12,817244,1
CHINA,1024437,2018.12,1018848,1
UNITED STATES,1657688,2018.12,1071944,1
GERMANY,497,2018.12,2931,1
FRANCE,-40061,2018.12,-74180,1
JAPAN,39475,2018.12,31174,1
BRITAIN,32095,2018.12,80082,1
BRAZIL,25326,2018.12,108006,1
SWITZERLAND,70578,2018.12,112354,1
BRITISH VIRGIN,-3296,2018.12,-4963,1
NETHERLANDS,41619,2018.12,99114,1
ITALY,5233,2018.12,-36383,1
CHINA,1448880,2018.12,1440976,1
BERMUDA,-51117,2018.12,-116761,1
UNITED STATES,2344499,2018.12,1516071,1
JAPAN,55830,2018.12,44090,1
BRITISH VIRGIN,-4662,2018.12,-7019,1
FRANCE,-56659,2018.12,-104914,1
BRAZIL,35819,2018.12,152755,1
NETHERLANDS,58863,2018.12,140179,1
SWITZERLAND,99820,2018.12,158904,1
ITALY,7400,2018.12,-51457,1
MACAU,43534,2018.12,,1
BRITAIN,45393,2018.12,113262,1
CANADA,469557,2018.12,1155843,1
GERMANY,703,2018.12,4145,1
BRAZIL,4665,2018.12,25326,1
BERMUDA,-20524,2018.12,-36143,1
BRITAIN,30712,2018.12,32095,1
CHINA,886173,2018.12,1024437,1
GERMANY,139,2018.12,497,1
BRITISH VIRGIN,-2367,2018.12,-3296,1
UNITED STATES,1525143,2018.12,1657688,1
JAPAN,61198,2018.12,39475,1
NETHERLANDS,10833,2018.12,41619,1
ITALY,2139,2018.12,5233,1
CANADA,391171,2018.12,332002,1
FRANCE,-33343,2018.12,-40061,1
SWITZERLAND,60445,2018.12,70578,1
MACAU,22621,2018.12,30781,1
JAPAN,86554,2018.12,55830,1
BERMUDA,-29027,2018.12,-51117,1
UNITED STATES,2157038,2018.12,2344499,1
MACAU,31993,2018.12,43534,1
SWITZERLAND,85488,2018.12,99820,1
CHINA,1253331,2018.12,1448880,1
BRAZIL,6598,2018.12,35819,1
FRANCE,-47158,2018.12,-56659,1
NETHERLANDS,15321,2018.12,58863,1
BRITISH VIRGIN,-3348,2018.12,-4662,1
GERMANY,197,2018.12,703,1
BRITAIN,43437,2018.12,45393,1
CANADA,553240,2018.12,469557,1
ITALY,3026,2018.12,7400,1
BRAZIL,-7907,2018.12,4665,1
JAPAN,55696,2018.12,61198,1
ITALY,13504,2018.12,2139,1
CHINA,459935,2018.12,886173,1
NETHERLANDS,-26629,2018.12,10833,1
FRANCE,-15332,2018.12,-33343,1
BRITAIN,14524,2018.12,30712,1
SWITZERLAND,36484,2018.12,60445,1
UNITED STATES,1944391,2018.12,1525143,1
BRITISH VIRGIN,-1173,2018.12,-2367,1
CANADA,49655,2018.12,391171,1
MACAU,10888,2018.12,22621,1
BERMUDA,11427,2018.12,-20524,1
GERMANY,-824,2018.12,139,1
CHINA,650495,2018.12,1253331,1
BRITAIN,20541,2018.12,43437,1
NETHERLANDS,-37661,2018.12,15321,1
BRITISH VIRGIN,-1659,2018.12,-3348,1
JAPAN,78772,2018.12,86554,1
SWITZERLAND,51600,2018.12,85488,1
MACAU,15399,2018.12,31993,1
UNITED STATES,2749989,2018.12,2157038,1
GERMANY,-1165,2018.12,197,1
FRANCE,-21685,2018.12,-47158,1
ITALY,19099,2018.12,3026,1
CANADA,70227,2018.12,553240,1
BRAZIL,-11183,2018.12,6598,1
BERMUDA,16161,2018.12,-29027,1
ITALY,-30843,2018.12,13504,1
MACAU,23816,2018.12,10888,1
UNITED STATES,1284817,2018.12,1944391,1
JAPAN,60497,2018.12,55696,1
BRITAIN,20177,2018.12,14524,1
BERMUDA,-14844,2018.12,11427,1
GERMANY,710,2018.12,-824,1
